timestamp,host,cpu_usage_pct,user_pct,system_pct,iowait_pct,load_avg_1m
2024-03-20T10:25:00,web-02,22.1,15.3,3.7,3.1,1.04
2024-03-20T10:25:00,web-03,27.6,18.1,4.9,4.6,1.14
2024-03-20T10:30:00,web-01,22.0,15.4,2.8,3.9,0.74
2024-03-20T10:30:00,web-02,24.4,17.4,3.7,3.4,0.93
2024-03-20T10:30:00,web-03,22.8,14.6,3.3,4.9,1.09
2024-03-20T10:35:00,web-01,24.1,15.5,4.6,4.0,0.96
2024-03-20T10:35:00,web-02,29.2,19.5,5.5,4.2,1.14
2024-03-20T10:35:00,web-03,29.1,17.8,4.9,6.4,1.32
2024-03-20T10:40:00,web-01,23.8,14.5,3.7,5.6,1.10
2024-03-20T10:40:00,web-02,27.5,20.0,4.7,2.8,1.29
2024-03-20T10:40:00,web-03,21.5,14.6,2.4,4.6,0.76
2024-03-20T10:45:00,web-01,20.9,13.0,3.7,4.2,0.68
2024-03-20T10:45:00,web-02,22.3,16.1,3.5,2.8,0.93
2024-03-20T10:45:00,web-03,24.0,14.7,3.1,6.2,1.15
2024-03-20T10:50:00,web-01,24.3,17.4,4.4,2.5,0.81
2024-03-20T10:50:00,web-02,21.4,16.0,3.5,1.9,0.84
2024-03-20T10:50:00,web-03,23.8,17.4,4.2,2.2,1.01
2024-03-20T10:55:00,web-01,22.5,14.1,4.4,4.0,0.88
2024-03-20T10:55:00,web-02,25.9,16.0,3.0,6.9,0.90
2024-03-20T10:55:00,web-03,24.5,15.9,4.2,4.4,0.92
2024-03-20T11:00:00,web-01,34.8,25.3,4.4,5.2,1.47
2024-03-20T11:00:00,web-02,26.6,18.1,3.0,5.4,0.98
2024-03-20T11:00:00,web-03,25.4,15.9,4.9,4.6,0.88
2024-03-20T11:05:00,web-01,28.1,19.7,4.8,3.6,1.17
2024-03-20T11:05:00,web-02,31.0,22.4,3.2,5.4,1.01
2024-03-20T11:05:00,web-03,25.7,17.9,4.0,3.7,1.09
2024-03-20T11:10:00,web-01,29.2,20.3,4.4,4.5,1.23
2024-03-20T11:10:00,web-02,25.8,16.6,5.0,4.1,1.02
2024-03-20T11:10:00,web-03,30.4,19.6,3.3,7.5,1.00
2024-03-20T11:15:00,web-01,24.6,16.4,3.6,4.6,0.87
2024-03-20T11:15:00,web-02,26.8,19.0,4.7,3.2,1.23
2024-03-20T11:15:00,web-03,27.3,20.4,3.1,3.8,1.03
2024-03-20T11:20:00,web-01,26.4,17.7,3.4,5.4,0.95
2024-03-20T11:20:00,web-02,27.9,17.1,3.6,7.2,1.06
2024-03-20T11:20:00,web-03,27.2,19.8,3.2,4.2,1.01
2024-03-20T11:25:00,web-01,27.4,18.8,3.6,5.0,1.21
2024-03-20T11:25:00,web-02,25.3,17.1,3.3,4.9,0.82
2024-03-20T11:25:00,web-03,28.9,21.5,4.4,3.1,1.37
2024-03-20T11:30:00,web-01,29.5,17.9,4.4,7.2,1.36
2024-03-20T11:30:00,web-02,31.6,22.1,4.6,4.9,1.28
2024-03-20T11:30:00,web-03,30.7,22.5,5.3,2.9,1.36
2024-03-20T11:35:00,web-01,26.3,17.2,3.7,5.4,1.08
2024-03-20T11:35:00,web-02,30.2,18.4,4.5,7.2,1.33
2024-03-20T11:35:00,web-03,32.5,20.8,6.5,5.2,1.39
2024-03-20T11:40:00,web-01,34.9,23.0,6.3,5.6,1.30
2024-03-20T11:40:00,web-02,34.4,25.5,6.0,2.9,1.21
2024-03-20T11:40:00,web-03,25.4,15.4,2.9,7.1,0.95
2024-03-20T11:45:00,web-01,28.7,19.2,4.2,5.3,1.20
2024-03-20T11:45:00,web-02,26.2,18.1,3.0,5.0,1.25
2024-03-20T11:45:00,web-03,28.6,20.3,3.7,4.6,1.07
2024-03-20T11:50:00,web-01,30.6,21.6,4.0,5.0,1.38
2024-03-20T11:50:00,web-02,25.6,16.8,4.3,4.5,1.22
2024-03-20T11:50:00,web-03,24.3,17.2,4.1,3.0,0.79
2024-03-20T11:55:00,web-01,26.2,17.6,5.2,3.5,1.17
2024-03-20T11:55:00,web-02,29.5,20.9,4.7,3.9,1.03
2024-03-20T11:55:00,web-03,25.0,17.4,4.0,3.6,1.14
2024-03-20T12:00:00,web-01,35.2,21.3,6.9,7.1,1.19
2024-03-20T12:00:00,web-02,36.1,21.8,4.7,9.6,1.24
2024-03-20T12:00:00,web-03,31.4,22.5,6.0,2.9,1.44
2024-03-20T12:05:00,web-01,29.6,21.0,3.1,5.4,1.01
2024-03-20T12:05:00,web-02,33.2,23.2,5.1,4.9,1.23
2024-03-20T12:05:00,web-03,35.1,21.9,6.7,6.4,1.31
2024-03-20T12:10:00,web-01,29.4,20.8,4.8,3.7,1.27
2024-03-20T12:10:00,web-02,36.6,25.3,4.4,6.9,1.32
2024-03-20T12:10:00,web-03,30.5,22.8,4.0,3.8,1.12
2024-03-20T12:15:00,web-01,31.7,20.0,5.4,6.3,1.18
2024-03-20T12:15:00,web-02,28.4,20.5,3.6,4.4,0.97
2024-03-20T12:15:00,web-03,38.2,26.8,5.3,6.1,1.82
2024-03-20T12:20:00,web-01,35.6,25.7,4.6,5.4,1.30
2024-03-20T12:20:00,web-02,25.7,18.2,3.5,4.1,1.00
2024-03-20T12:20:00,web-03,32.4,20.4,5.0,7.0,1.52
2024-03-20T12:25:00,web-01,35.9,25.3,4.1,6.5,1.50
2024-03-20T12:25:00,web-02,30.6,21.4,4.7,4.5,1.29
2024-03-20T12:25:00,web-03,31.3,19.1,4.4,7.9,1.36
2024-03-20T12:30:00,web-01,36.7,22.0,5.7,9.0,1.72
2024-03-20T12:30:00,web-02,35.5,23.5,6.9,5.2,1.64
2024-03-20T12:30:00,web-03,30.5,22.7,4.0,3.8,1.29
2024-03-20T12:35:00,web-01,32.8,24.1,3.6,5.1,1.35
2024-03-20T12:35:00,web-02,27.8,20.6,5.3,1.9,0.97
2024-03-20T12:35:00,web-03,31.4,23.0,3.7,4.7,1.47
2024-03-20T12:40:00,web-01,35.5,23.9,6.9,4.7,1.68
2024-03-20T12:40:00,web-02,32.4,24.0,6.1,2.4,1.04
2024-03-20T12:40:00,web-03,31.2,23.3,4.0,3.9,1.49
2024-03-20T12:45:00,web-01,31.9,21.7,4.8,5.4,1.50
2024-03-20T12:45:00,web-02,34.5,21.7,3.8,9.0,1.19
2024-03-20T12:45:00,web-03,29.8,19.9,3.7,6.1,1.04
2024-03-20T12:50:00,web-01,32.1,22.0,5.6,4.5,1.12
2024-03-20T12:50:00,web-02,27.2,19.8,5.2,2.2,1.23
2024-03-20T12:50:00,web-03,31.2,21.9,3.7,5.7,1.07
2024-03-20T12:55:00,web-01,32.4,21.0,4.0,7.3,1.17
2024-03-20T12:55:00,web-02,33.0,24.5,4.3,4.2,1.44
2024-03-20T12:55:00,web-03,37.5,22.6,6.2,8.7,1.62
2024-03-20T13:00:00,web-01,37.0,23.9,5.2,7.9,1.48
2024-03-20T13:00:00,web-02,36.2,26.6,6.2,3.5,1.34
2024-03-20T13:00:00,web-03,40.5,26.1,6.5,7.9,1.44
2024-03-20T13:05:00,web-01,40.1,24.9,4.6,10.6,1.76
2024-03-20T13:05:00,web-02,33.2,22.6,4.9,5.7,1.35
2024-03-20T13:05:00,web-03,33.7,23.6,4.1,6.0,1.21
2024-03-20T13:10:00,web-01,35.8,21.9,5.2,8.7,1.55
2024-03-20T13:10:00,web-02,29.5,18.1,4.6,6.8,0.97
2024-03-20T13:10:00,web-03,32.2,22.1,3.7,6.4,1.20
2024-03-20T13:15:00,web-01,34.6,23.4,3.9,7.3,1.22
2024-03-20T13:15:00,web-02,34.5,23.3,6.2,4.9,1.35
2024-03-20T13:15:00,web-03,35.0,23.7,5.1,6.2,1.15
2024-03-20T13:20:00,web-01,30.3,21.5,4.2,4.6,1.37
2024-03-20T13:20:00,web-02,36.9,26.3,5.8,4.8,1.21
2024-03-20T13:20:00,web-03,35.0,26.2,6.8,2.0,1.16
2024-03-20T13:25:00,web-01,36.5,27.0,3.8,5.7,1.41
2024-03-20T13:25:00,web-02,36.2,27.0,6.0,3.2,1.40
2024-03-20T13:25:00,web-03,30.5,22.9,4.2,3.4,1.40
2024-03-20T13:30:00,web-01,38.0,26.7,6.3,5.0,1.55
2024-03-20T13:30:00,web-02,34.0,23.7,4.6,5.7,1.18
2024-03-20T13:30:00,web-03,32.0,22.7,3.9,5.4,1.03
2024-03-20T13:35:00,web-01,34.8,21.0,4.5,9.3,1.49
2024-03-20T13:35:00,web-02,32.1,23.2,4.0,4.9,1.20
2024-03-20T13:35:00,web-03,34.6,22.2,6.7,5.7,1.51
2024-03-20T13:40:00,web-01,39.8,26.4,7.0,6.4,1.83
2024-03-20T13:40:00,web-02,39.2,23.6,4.7,10.9,1.32
2024-03-20T13:40:00,web-03,39.6,27.9,4.1,7.5,1.73
2024-03-20T13:45:00,web-01,36.5,24.1,4.5,7.9,1.29
2024-03-20T13:45:00,web-02,36.3,24.5,4.7,7.1,1.63
2024-03-20T13:45:00,web-03,34.8,24.7,4.6,5.5,1.45
2024-03-20T13:50:00,web-01,34.4,22.2,3.9,8.3,1.46
2024-03-20T13:50:00,web-02,33.3,21.1,4.3,7.9,1.10
2024-03-20T13:50:00,web-03,41.5,30.5,6.7,4.2,1.61
2024-03-20T13:55:00,web-01,95.5,71.2,18.5,5.7,4.08
2024-03-20T13:55:00,web-02,36.2,24.0,4.2,8.1,1.38
2024-03-20T13:55:00,web-03,33.0,23.6,4.9,4.6,1.51
2024-03-20T14:00:00,web-01,97.6,72.0,15.3,10.4,4.64
2024-03-20T14:00:00,web-02,42.5,29.0,4.8,8.6,1.52
2024-03-20T14:00:00,web-03,39.2,29.0,7.2,3.0,1.31
2024-03-20T14:05:00,web-01,97.1,61.0,12.3,23.7,4.15
2024-03-20T14:05:00,web-02,33.1,20.8,5.8,6.5,1.44
2024-03-20T14:05:00,web-03,34.3,23.5,5.1,5.8,1.58
2024-03-20T14:10:00,web-01,92.1,68.2,18.1,5.8,3.12
2024-03-20T14:10:00,web-02,44.5,33.4,6.6,4.5,1.60
2024-03-20T14:10:00,web-03,36.4,26.8,5.6,3.9,1.62
2024-03-20T14:15:00,web-01,36.8,24.2,5.6,7.0,1.39
2024-03-20T14:15:00,web-02,37.7,25.5,4.1,8.1,1.80
2024-03-20T14:15:00,web-03,41.6,27.9,7.6,6.1,1.94
2024-03-20T14:20:00,web-01,35.9,24.5,4.4,6.9,1.23
2024-03-20T14:20:00,web-02,40.2,25.7,7.8,6.7,1.66
2024-03-20T14:20:00,web-03,36.5,23.7,5.0,7.8,1.65
2024-03-20T14:25:00,web-01,38.8,26.2,6.4,6.2,1.67
2024-03-20T14:25:00,web-02,37.7,28.1,6.2,3.4,1.50
2024-03-20T14:25:00,web-03,43.6,27.2,7.8,8.5,1.51
2024-03-20T14:30:00,web-01,37.3,27.5,5.8,4.0,1.58
2024-03-20T14:30:00,web-02,34.6,21.1,3.6,10.0,1.57
2024-03-20T14:30:00,web-03,42.2,30.1,6.0,6.1,1.92
2024-03-20T14:35:00,web-01,36.5,23.2,6.2,7.1,1.17
2024-03-20T14:35:00,web-02,35.1,24.3,5.8,4.9,1.47
2024-03-20T14:35:00,web-03,37.9,25.5,5.6,6.8,1.22
2024-03-20T14:40:00,web-01,37.6,25.5,4.8,7.3,1.79
2024-03-20T14:40:00,web-02,37.8,22.8,6.9,8.2,1.62
2024-03-20T14:40:00,web-03,40.3,24.8,4.4,11.0,1.38
2024-03-20T14:45:00,web-01,31.8,20.0,4.9,7.0,1.43
2024-03-20T14:45:00,web-02,37.7,24.7,5.3,7.7,1.55
2024-03-20T14:45:00,web-03,41.0,30.7,5.0,5.3,1.76
2024-03-20T14:50:00,web-01,40.5,29.5,7.1,3.9,1.36
2024-03-20T14:50:00,web-02,34.4,22.6,5.3,6.5,1.13
2024-03-20T14:50:00,web-03,39.8,26.9,5.7,7.2,1.77
2024-03-20T14:55:00,web-01,38.1,26.1,7.1,4.9,1.28
2024-03-20T14:55:00,web-02,37.1,23.4,6.9,6.7,1.71
2024-03-20T14:55:00,web-03,37.8,25.4,4.0,8.5,1.26
2024-03-20T15:00:00,web-01,45.2,31.0,4.7,9.6,2.12
2024-03-20T15:00:00,web-02,36.6,23.7,7.2,5.7,1.51
2024-03-20T15:00:00,web-03,39.6,26.1,4.3,9.2,1.37
2024-03-20T15:05:00,web-01,34.8,22.1,6.4,6.3,1.33
2024-03-20T15:05:00,web-02,41.6,29.7,4.7,7.2,1.99
2024-03-20T15:05:00,web-03,37.9,26.8,5.7,5.3,1.80
2024-03-20T15:10:00,web-01,42.5,30.9,5.7,6.0,1.88
2024-03-20T15:10:00,web-02,40.6,30.1,5.7,4.7,1.80
2024-03-20T15:10:00,web-03,41.8,31.3,6.2,4.3,1.58
2024-03-20T15:15:00,web-01,39.9,29.6,5.7,4.6,1.71
2024-03-20T15:15:00,web-02,38.8,26.9,7.0,4.9,1.68
2024-03-20T15:15:00,web-03,38.4,23.5,4.4,10.5,1.67
2024-03-20T15:20:00,web-01,36.2,23.4,4.0,8.8,1.16
2024-03-20T15:20:00,web-02,35.8,23.1,4.9,7.8,1.30
2024-03-20T15:20:00,web-03,40.8,27.2,6.3,7.2,1.57
2024-03-20T15:25:00,web-01,40.9,24.7,5.5,10.7,1.37
2024-03-20T15:25:00,web-02,37.3,24.5,4.8,8.0,1.43
2024-03-20T15:25:00,web-03,38.0,23.3,7.2,7.5,1.76
2024-03-20T15:30:00,web-01,43.4,27.1,6.0,10.3,1.48
2024-03-20T15:30:00,web-02,39.0,25.1,5.8,8.0,1.29
2024-03-20T15:30:00,web-03,36.6,24.6,3.9,8.0,1.32
2024-03-20T15:35:00,web-01,40.7,26.0,6.6,8.2,1.69
2024-03-20T15:35:00,web-02,40.0,25.8,7.8,6.4,1.49
2024-03-20T15:35:00,web-03,40.8,28.3,7.4,5.2,1.52
2024-03-20T15:40:00,web-01,36.7,26.7,7.2,2.7,1.25
2024-03-20T15:40:00,web-02,44.2,28.7,8.6,7.0,1.56
2024-03-20T15:40:00,web-03,36.4,27.2,4.7,4.6,1.57
2024-03-20T15:45:00,web-01,46.6,31.4,7.3,7.9,1.67
2024-03-20T15:45:00,web-02,35.6,23.4,4.0,8.2,1.46
2024-03-20T15:45:00,web-03,43.4,29.9,6.7,6.8,1.86
2024-03-20T15:50:00,web-01,32.4,21.7,5.5,5.2,1.27
2024-03-20T15:50:00,web-02,37.2,23.9,6.3,7.0,1.68
2024-03-20T15:50:00,web-03,40.4,27.2,6.6,6.5,1.45
2024-03-20T15:55:00,web-01,36.5,25.5,6.3,4.7,1.63
2024-03-20T15:55:00,web-02,47.7,32.0,6.7,9.0,1.91
2024-03-20T15:55:00,web-03,43.6,32.2,7.4,4.0,1.77
2024-03-20T16:00:00,web-01,40.7,29.9,6.3,4.6,1.72
2024-03-20T16:00:00,web-02,37.3,22.8,6.6,7.8,1.58
2024-03-20T16:00:00,web-03,37.3,22.7,7.4,7.3,1.60
2024-03-20T16:05:00,web-01,43.4,28.7,7.6,7.2,2.06
2024-03-20T16:05:00,web-02,39.6,25.3,6.0,8.3,1.60
2024-03-20T16:05:00,web-03,40.2,27.6,6.3,6.2,1.57
2024-03-20T16:10:00,web-01,36.0,24.8,5.4,5.8,1.35
2024-03-20T16:10:00,web-02,43.3,26.1,4.8,12.4,1.67
2024-03-20T16:10:00,web-03,41.4,30.7,4.7,6.0,1.53
2024-03-20T16:15:00,web-01,39.6,26.5,4.8,8.4,1.57
2024-03-20T16:15:00,web-02,36.8,25.9,4.9,6.0,1.35
2024-03-20T16:15:00,web-03,40.5,29.2,4.5,6.8,1.85
2024-03-20T16:20:00,web-01,37.3,23.3,7.4,6.6,1.34
2024-03-20T16:20:00,web-02,36.4,22.8,4.2,9.4,1.49
2024-03-20T16:20:00,web-03,42.1,27.8,5.0,9.3,1.78
2024-03-20T16:25:00,web-01,39.4,26.2,4.1,9.2,1.65
2024-03-20T16:25:00,web-02,41.3,27.2,7.0,7.1,1.46
2024-03-20T16:25:00,web-03,43.8,31.2,7.9,4.7,1.45
2024-03-20T16:30:00,web-01,44.9,28.2,6.0,10.7,1.76
2024-03-20T16:30:00,web-02,43.6,27.9,8.1,7.6,1.76
2024-03-20T16:30:00,web-03,37.4,25.9,5.9,5.6,1.41
2024-03-20T16:35:00,web-01,36.9,26.8,6.0,4.1,1.66
2024-03-20T16:35:00,web-02,39.3,27.2,4.3,7.8,1.34
2024-03-20T16:35:00,web-03,37.6,23.2,4.9,9.5,1.31
2024-03-20T16:40:00,web-01,38.8,25.7,4.4,8.7,1.48
2024-03-20T16:40:00,web-02,36.6,23.0,6.0,7.6,1.58
2024-03-20T16:40:00,web-03,32.1,22.0,4.8,5.4,1.10
2024-03-20T16:45:00,web-01,29.8,19.3,4.3,6.2,0.98
2024-03-20T16:45:00,web-02,39.7,24.7,7.2,7.9,1.88
2024-03-20T16:45:00,web-03,40.3,27.3,6.0,7.0,1.73
2024-03-20T16:50:00,web-01,35.0,23.6,3.8,7.7,1.14
2024-03-20T16:50:00,web-02,42.9,30.6,5.5,6.7,1.56
2024-03-20T16:50:00,web-03,38.2,25.6,6.7,6.0,1.69
2024-03-20T16:55:00,web-01,39.6,27.0,4.4,8.2,1.34
2024-03-20T16:55:00,web-02,40.9,26.8,7.5,6.7,1.34
2024-03-20T16:55:00,web-03,34.5,24.4,5.3,4.7,1.65
2024-03-20T17:00:00,web-01,44.0,31.4,5.7,6.9,2.11
2024-03-20T17:00:00,web-02,42.9,28.6,5.8,8.5,1.93
2024-03-20T17:00:00,web-03,30.6,21.9,3.8,4.9,1.38
2024-03-20T17:05:00,web-01,43.1,29.6,5.8,7.6,1.87
2024-03-20T17:05:00,web-02,38.3,23.8,4.6,9.9,1.35
2024-03-20T17:05:00,web-03,38.1,23.2,5.2,9.8,1.39
2024-03-20T17:10:00,web-01,36.9,26.0,4.8,6.1,1.34
2024-03-20T17:10:00,web-02,38.8,28.3,7.7,2.8,1.67
2024-03-20T17:10:00,web-03,45.8,32.9,8.8,4.1,2.20
2024-03-20T17:15:00,web-01,43.8,32.0,4.9,6.9,2.01
2024-03-20T17:15:00,web-02,39.5,28.6,7.0,3.9,1.69
2024-03-20T17:15:00,web-03,44.2,29.8,7.0,7.5,1.61
2024-03-20T17:20:00,web-01,36.7,25.5,6.9,4.3,1.23
2024-03-20T17:20:00,web-02,41.2,27.9,5.3,8.0,1.93
2024-03-20T17:20:00,web-03,34.5,22.4,3.5,8.6,1.53
2024-03-20T17:25:00,web-01,44.9,31.9,7.8,5.3,1.77
2024-03-20T17:25:00,web-02,38.0,23.2,5.8,9.0,1.35
2024-03-20T17:25:00,web-03,37.1,24.6,4.5,7.9,1.35
2024-03-20T17:30:00,web-01,40.8,28.0,6.4,6.4,1.62
2024-03-20T17:30:00,web-02,37.1,24.2,6.2,6.7,1.22
2024-03-20T17:30:00,web-03,43.7,29.3,4.9,9.6,2.00
2024-03-20T17:35:00,web-01,42.6,28.4,4.3,9.9,2.01
2024-03-20T17:35:00,web-02,40.8,25.3,6.7,8.8,1.41
2024-03-20T17:35:00,web-03,43.9,32.5,5.6,5.8,1.86
2024-03-20T17:40:00,web-01,39.5,29.0,4.6,5.8,1.51
2024-03-20T17:40:00,web-02,42.4,27.4,7.2,7.8,1.51
2024-03-20T17:40:00,web-03,36.9,22.1,5.4,9.3,1.26
2024-03-20T17:45:00,web-01,35.6,22.6,6.0,7.1,1.14
2024-03-20T17:45:00,web-02,37.6,28.2,5.4,4.1,1.28
2024-03-20T17:45:00,web-03,34.3,20.9,4.7,8.6,1.50
2024-03-20T17:50:00,web-01,41.6,30.4,4.7,6.4,1.84
2024-03-20T17:50:00,web-02,41.0,29.3,4.7,7.1,1.97
2024-03-20T17:50:00,web-03,41.8,25.1,6.9,9.8,1.63
2024-03-20T17:55:00,web-01,42.4,30.0,6.9,5.5,1.46
2024-03-20T17:55:00,web-02,35.6,26.0,3.9,5.8,1.20
2024-03-20T17:55:00,web-03,41.9,29.9,6.7,5.4,1.60
2024-03-20T18:00:00,web-01,40.5,25.2,5.2,10.2,1.35
2024-03-20T18:00:00,web-02,37.4,25.5,6.0,5.9,1.56
2024-03-20T18:00:00,web-03,38.8,28.2,6.4,4.2,1.43
2024-03-20T18:05:00,web-01,33.5,22.7,5.1,5.7,1.47
2024-03-20T18:05:00,web-02,37.7,27.7,7.4,2.6,1.51
2024-03-20T18:05:00,web-03,39.0,24.0,5.8,9.1,1.62
2024-03-20T18:10:00,web-01,29.8,22.3,5.8,1.7,1.02
2024-03-20T18:10:00,web-02,36.5,26.6,5.7,4.2,1.38
2024-03-20T18:10:00,web-03,35.9,26.7,6.4,2.9,1.16
2024-03-20T18:15:00,web-01,33.3,20.3,4.2,8.8,1.09
2024-03-20T18:15:00,web-02,42.9,29.0,7.0,6.9,1.72
2024-03-20T18:15:00,web-03,40.0,26.5,6.8,6.7,1.33
2024-03-20T18:20:00,web-01,33.9,21.8,4.4,7.7,1.36
2024-03-20T18:20:00,web-02,37.0,23.4,6.7,7.0,1.50
2024-03-20T18:20:00,web-03,34.7,25.2,5.8,3.7,1.15
2024-03-20T18:25:00,web-01,40.7,28.7,7.0,5.0,1.85
2024-03-20T18:25:00,web-02,39.2,26.1,5.7,7.4,1.64
2024-03-20T18:25:00,web-03,38.4,24.8,6.7,6.9,1.69
2024-03-20T18:30:00,web-01,41.4,29.2,4.8,7.4,1.96
2024-03-20T18:30:00,web-02,41.2,28.0,7.3,5.9,1.79
2024-03-20T18:30:00,web-03,38.8,27.8,4.9,6.0,1.79
2024-03-20T18:35:00,web-01,39.3,28.2,4.1,7.1,1.77
2024-03-20T18:35:00,web-02,37.8,26.7,6.0,5.1,1.26
2024-03-20T18:35:00,web-03,39.1,26.1,5.3,7.6,1.56
2024-03-20T18:40:00,web-01,35.4,22.6,3.9,8.9,1.46
2024-03-20T18:40:00,web-02,36.8,26.1,4.5,6.2,1.48
2024-03-20T18:40:00,web-03,43.7,27.9,6.4,9.5,1.67
2024-03-20T18:45:00,web-01,39.6,24.7,7.7,7.3,1.81
2024-03-20T18:45:00,web-02,31.7,22.5,4.5,4.7,1.18
2024-03-20T18:45:00,web-03,35.8,23.7,6.2,5.9,1.30
2024-03-20T18:50:00,web-01,40.5,27.4,7.7,5.5,1.41
2024-03-20T18:50:00,web-02,39.4,28.4,7.8,3.2,1.86
2024-03-20T18:50:00,web-03,41.0,26.4,7.6,7.1,1.53
2024-03-20T18:55:00,web-01,39.4,26.9,4.0,8.5,1.39
2024-03-20T18:55:00,web-02,35.6,24.7,5.2,5.7,1.48
2024-03-20T18:55:00,web-03,37.0,24.9,6.6,5.5,1.30
2024-03-20T19:00:00,web-01,39.7,25.3,4.0,10.4,1.53
2024-03-20T19:00:00,web-02,32.6,20.7,4.4,7.5,1.48
2024-03-20T19:00:00,web-03,40.9,24.5,6.8,9.6,1.86
2024-03-20T19:05:00,web-01,30.5,21.6,3.4,5.5,1.23
2024-03-20T19:05:00,web-02,35.9,21.8,7.2,6.9,1.56
2024-03-20T19:05:00,web-03,39.1,24.0,7.5,7.6,1.81
2024-03-20T19:10:00,web-01,31.0,20.3,6.1,4.5,1.03
2024-03-20T19:10:00,web-02,35.0,21.5,4.0,9.5,1.58
2024-03-20T19:10:00,web-03,39.1,26.0,7.7,5.4,1.40
2024-03-20T19:15:00,web-01,37.4,23.9,4.9,8.6,1.67
2024-03-20T19:15:00,web-02,34.1,22.1,4.3,7.7,1.13
2024-03-20T19:15:00,web-03,30.9,19.5,5.5,5.9,1.28
2024-03-20T19:20:00,web-01,36.6,24.5,5.1,6.9,1.49
2024-03-20T19:20:00,web-02,37.1,27.6,4.5,5.0,1.37
2024-03-20T19:20:00,web-03,35.5,22.1,6.0,7.4,1.60
2024-03-20T19:25:00,web-01,37.1,26.1,3.9,7.1,1.68
2024-03-20T19:25:00,web-02,35.0,22.3,4.7,7.9,1.41
2024-03-20T19:25:00,web-03,36.8,25.8,4.6,6.3,1.76
2024-03-20T19:30:00,web-01,38.6,25.8,6.7,6.1,1.39
2024-03-20T19:30:00,web-02,36.2,24.2,6.5,5.4,1.24
2024-03-20T19:30:00,web-03,41.2,30.8,4.7,5.8,1.86
2024-03-20T19:35:00,web-01,36.0,23.6,5.9,6.5,1.52
2024-03-20T19:35:00,web-02,33.6,24.2,3.4,5.9,1.11
2024-03-20T19:35:00,web-03,34.5,25.3,5.0,4.1,1.17
2024-03-20T19:40:00,web-01,40.3,26.2,4.2,9.9,1.59
2024-03-20T19:40:00,web-02,32.4,20.3,5.1,7.1,1.46
2024-03-20T19:40:00,web-03,35.0,24.6,4.1,6.3,1.24
2024-03-20T19:45:00,web-01,36.1,22.6,4.6,8.8,1.66
2024-03-20T19:45:00,web-02,39.7,25.3,5.1,9.3,1.53
2024-03-20T19:45:00,web-03,36.5,24.9,3.9,7.7,1.33
2024-03-20T19:50:00,web-01,36.9,27.0,5.6,4.2,1.55
2024-03-20T19:50:00,web-02,37.1,26.7,6.7,3.7,1.78
2024-03-20T19:50:00,web-03,36.2,24.7,5.4,6.1,1.69
2024-03-20T19:55:00,web-01,32.8,22.2,4.6,6.1,1.15
2024-03-20T19:55:00,web-02,34.7,25.5,6.2,3.0,1.14
2024-03-20T19:55:00,web-03,37.5,28.1,5.7,3.7,1.66
2024-03-20T20:00:00,web-01,40.6,25.0,6.7,8.9,1.47
2024-03-20T20:00:00,web-02,32.5,23.5,6.2,2.8,1.07
2024-03-20T20:00:00,web-03,34.6,25.2,6.2,3.2,1.30
2024-03-20T20:05:00,web-01,32.5,23.6,6.0,2.9,1.13
2024-03-20T20:05:00,web-02,28.0,19.7,5.4,2.9,0.91
2024-03-20T20:05:00,web-03,29.5,20.8,5.7,3.0,1.21
2024-03-20T20:10:00,web-01,30.7,23.0,5.8,2.0,1.22
2024-03-20T20:10:00,web-02,31.8,20.5,4.7,6.5,1.06
2024-03-20T20:10:00,web-03,32.7,22.2,3.3,7.2,1.53
2024-03-20T20:15:00,web-01,34.6,21.8,3.9,8.9,1.50
2024-03-20T20:15:00,web-02,37.5,24.4,3.8,9.4,1.55
2024-03-20T20:15:00,web-03,29.7,21.9,5.3,2.5,1.35
2024-03-20T20:20:00,web-01,37.4,24.5,7.3,5.6,1.43
2024-03-20T20:20:00,web-02,26.6,16.4,3.5,6.8,0.91
2024-03-20T20:20:00,web-03,36.5,26.2,7.2,3.1,1.55
2024-03-20T20:25:00,web-01,38.6,24.2,7.6,6.8,1.66
2024-03-20T20:25:00,web-02,37.3,23.6,5.9,7.7,1.30
2024-03-20T20:25:00,web-03,30.2,19.5,5.1,5.6,1.03
2024-03-20T20:30:00,web-01,31.5,23.4,4.4,3.7,1.51
2024-03-20T20:30:00,web-02,25.3,18.8,2.6,3.8,1.05
2024-03-20T20:30:00,web-03,39.4,25.0,6.2,8.3,1.85
2024-03-20T20:35:00,web-01,28.8,17.9,5.0,5.9,1.03
2024-03-20T20:35:00,web-02,34.3,25.1,3.7,5.4,1.49
2024-03-20T20:35:00,web-03,32.3,22.5,6.1,3.7,1.26
2024-03-20T20:40:00,web-01,32.3,19.7,4.1,8.5,1.09
2024-03-20T20:40:00,web-02,34.8,20.9,4.8,9.1,1.52
2024-03-20T20:40:00,web-03,38.6,26.0,5.3,7.3,1.57
2024-03-20T20:45:00,web-01,31.3,19.3,4.6,7.4,1.43
2024-03-20T20:45:00,web-02,29.8,18.6,3.2,8.0,1.36
2024-03-20T20:45:00,web-03,28.8,18.5,3.8,6.4,1.36
2024-03-20T20:50:00,web-01,34.1,22.4,5.9,5.8,1.39
2024-03-20T20:50:00,web-02,33.3,24.5,3.6,5.2,1.38
2024-03-20T20:50:00,web-03,29.9,18.1,5.8,6.0,1.04
