timestamp,host,mem_total_gb,mem_used_gb,mem_free_gb,mem_usage_pct,swap_used_gb
2024-03-20T10:25:00,web-01,32.0,13.81,18.19,43.2,0.00
2024-03-20T10:25:00,web-02,32.0,9.05,22.95,28.3,0.00
2024-03-20T10:25:00,web-03,32.0,10.05,21.95,31.4,0.00
2024-03-20T10:30:00,web-01,32.0,13.46,18.54,42.1,0.00
2024-03-20T10:30:00,web-02,32.0,9.67,22.33,30.2,0.00
2024-03-20T10:30:00,web-03,32.0,10.52,21.48,32.9,0.00
2024-03-20T10:35:00,web-01,32.0,13.81,18.19,43.2,0.00
2024-03-20T10:35:00,web-02,32.0,10.29,21.71,32.2,0.00
2024-03-20T10:35:00,web-03,32.0,10.86,21.14,33.9,0.00
2024-03-20T10:40:00,web-01,32.0,13.60,18.40,42.5,0.00
2024-03-20T10:40:00,web-02,32.0,10.09,21.91,31.5,0.00
2024-03-20T10:40:00,web-03,32.0,9.68,22.32,30.2,0.00
2024-03-20T10:45:00,web-01,32.0,13.68,18.32,42.7,0.00
2024-03-20T10:45:00,web-02,32.0,10.48,21.52,32.7,0.00
2024-03-20T10:45:00,web-03,32.0,9.95,22.05,31.1,0.00
2024-03-20T10:50:00,web-01,32.0,13.36,18.64,41.7,0.00
2024-03-20T10:50:00,web-02,32.0,10.98,21.02,34.3,0.00
2024-03-20T10:50:00,web-03,32.0,10.91,21.09,34.1,0.00
2024-03-20T10:55:00,web-01,32.0,14.47,17.53,45.2,0.00
2024-03-20T10:55:00,web-02,32.0,9.55,22.45,29.8,0.00
2024-03-20T10:55:00,web-03,32.0,9.88,22.12,30.9,0.00
2024-03-20T11:00:00,web-01,32.0,14.06,17.94,43.9,0.00
2024-03-20T11:00:00,web-02,32.0,10.69,21.31,33.4,0.00
2024-03-20T11:00:00,web-03,32.0,10.30,21.70,32.2,0.00
2024-03-20T11:05:00,web-01,32.0,13.68,18.32,42.8,0.00
2024-03-20T11:05:00,web-02,32.0,9.89,22.11,30.9,0.00
2024-03-20T11:05:00,web-03,32.0,8.82,23.18,27.6,0.00
2024-03-20T11:10:00,web-01,32.0,13.39,18.61,41.8,0.00
2024-03-20T11:10:00,web-02,32.0,9.70,22.30,30.3,0.00
2024-03-20T11:10:00,web-03,32.0,8.40,23.60,26.3,0.00
2024-03-20T11:15:00,web-01,32.0,13.96,18.04,43.6,0.00
2024-03-20T11:15:00,web-02,32.0,9.86,22.14,30.8,0.00
2024-03-20T11:15:00,web-03,32.0,10.21,21.79,31.9,0.00
2024-03-20T11:20:00,web-01,32.0,13.25,18.75,41.4,0.00
2024-03-20T11:20:00,web-02,32.0,8.71,23.29,27.2,0.00
2024-03-20T11:20:00,web-03,32.0,9.38,22.62,29.3,0.00
2024-03-20T11:25:00,web-01,32.0,14.59,17.41,45.6,0.00
2024-03-20T11:25:00,web-02,32.0,9.93,22.07,31.0,0.00
2024-03-20T11:25:00,web-03,32.0,9.99,22.01,31.2,0.00
2024-03-20T11:30:00,web-01,32.0,14.29,17.71,44.7,0.00
2024-03-20T11:30:00,web-02,32.0,10.46,21.54,32.7,0.00
2024-03-20T11:30:00,web-03,32.0,10.13,21.87,31.7,0.00
2024-03-20T11:35:00,web-01,32.0,13.79,18.21,43.1,0.00
2024-03-20T11:35:00,web-02,32.0,9.86,22.14,30.8,0.00
2024-03-20T11:35:00,web-03,32.0,10.58,21.42,33.1,0.00
2024-03-20T11:40:00,web-01,32.0,13.68,18.32,42.7,0.00
2024-03-20T11:40:00,web-02,32.0,8.80,23.20,27.5,0.00
2024-03-20T11:40:00,web-03,32.0,9.95,22.05,31.1,0.00
2024-03-20T11:45:00,web-01,32.0,13.35,18.65,41.7,0.00
2024-03-20T11:45:00,web-02,32.0,10.28,21.72,32.1,0.00
2024-03-20T11:45:00,web-03,32.0,10.42,21.58,32.6,0.00
2024-03-20T11:50:00,web-01,32.0,14.05,17.95,43.9,0.00
2024-03-20T11:50:00,web-02,32.0,10.59,21.41,33.1,0.00
2024-03-20T11:50:00,web-03,32.0,9.43,22.57,29.5,0.00
2024-03-20T11:55:00,web-01,32.0,13.63,18.37,42.6,0.00
2024-03-20T11:55:00,web-02,32.0,9.68,22.32,30.3,0.00
2024-03-20T11:55:00,web-03,32.0,10.64,21.36,33.3,0.00
2024-03-20T12:00:00,web-01,32.0,13.75,18.25,43.0,0.00
2024-03-20T12:00:00,web-02,32.0,10.24,21.76,32.0,0.00
2024-03-20T12:00:00,web-03,32.0,10.14,21.86,31.7,0.00
2024-03-20T12:05:00,web-01,32.0,13.76,18.24,43.0,0.00
2024-03-20T12:05:00,web-02,32.0,11.04,20.96,34.5,0.00
2024-03-20T12:05:00,web-03,32.0,10.14,21.86,31.7,0.00
2024-03-20T12:10:00,web-01,32.0,13.94,18.06,43.6,0.00
2024-03-20T12:10:00,web-02,32.0,10.03,21.97,31.3,0.00
2024-03-20T12:10:00,web-03,32.0,9.11,22.89,28.5,0.00
2024-03-20T12:15:00,web-01,32.0,13.95,18.05,43.6,0.00
2024-03-20T12:15:00,web-02,32.0,9.69,22.31,30.3,0.00
2024-03-20T12:15:00,web-03,32.0,11.35,20.65,35.5,0.00
2024-03-20T12:20:00,web-01,32.0,13.95,18.05,43.6,0.00
2024-03-20T12:20:00,web-02,32.0,9.46,22.54,29.6,0.00
2024-03-20T12:20:00,web-03,32.0,10.03,21.97,31.3,0.00
2024-03-20T12:25:00,web-01,32.0,14.45,17.55,45.2,0.00
2024-03-20T12:25:00,web-02,32.0,10.05,21.95,31.4,0.00
2024-03-20T12:25:00,web-03,32.0,10.34,21.66,32.3,0.00
2024-03-20T12:30:00,web-01,32.0,14.11,17.89,44.1,0.00
2024-03-20T12:30:00,web-02,32.0,10.35,21.65,32.3,0.00
2024-03-20T12:30:00,web-03,32.0,9.48,22.52,29.6,0.00
2024-03-20T12:35:00,web-01,32.0,14.10,17.90,44.1,0.00
2024-03-20T12:35:00,web-02,32.0,9.58,22.42,29.9,0.00
2024-03-20T12:35:00,web-03,32.0,10.05,21.95,31.4,0.00
2024-03-20T12:40:00,web-01,32.0,14.18,17.82,44.3,0.00
2024-03-20T12:40:00,web-02,32.0,10.05,21.95,31.4,0.00
2024-03-20T12:40:00,web-03,32.0,10.03,21.97,31.3,0.00
2024-03-20T12:45:00,web-01,32.0,14.26,17.74,44.6,0.00
2024-03-20T12:45:00,web-02,32.0,10.37,21.63,32.4,0.00
2024-03-20T12:45:00,web-03,32.0,9.91,22.09,31.0,0.00
2024-03-20T12:50:00,web-01,32.0,14.30,17.70,44.7,0.00
2024-03-20T12:50:00,web-02,32.0,9.99,22.01,31.2,0.00
2024-03-20T12:50:00,web-03,32.0,8.72,23.28,27.2,0.00
2024-03-20T12:55:00,web-01,32.0,14.16,17.84,44.2,0.00
2024-03-20T12:55:00,web-02,32.0,10.06,21.94,31.4,0.00
2024-03-20T12:55:00,web-03,32.0,9.32,22.68,29.1,0.00
2024-03-20T13:00:00,web-01,32.0,14.05,17.95,43.9,0.00
2024-03-20T13:00:00,web-02,32.0,10.34,21.66,32.3,0.00
2024-03-20T13:00:00,web-03,32.0,9.75,22.25,30.5,0.00
2024-03-20T13:05:00,web-01,32.0,14.08,17.92,44.0,0.00
2024-03-20T13:05:00,web-02,32.0,9.91,22.09,31.0,0.00
2024-03-20T13:05:00,web-03,32.0,9.39,22.61,29.3,0.00
2024-03-20T13:10:00,web-01,32.0,14.05,17.95,43.9,0.00
2024-03-20T13:10:00,web-02,32.0,9.76,22.24,30.5,0.00
2024-03-20T13:10:00,web-03,32.0,9.57,22.43,29.9,0.00
2024-03-20T13:15:00,web-01,32.0,14.27,17.73,44.6,0.00
2024-03-20T13:15:00,web-02,32.0,11.14,20.86,34.8,0.00
2024-03-20T13:15:00,web-03,32.0,10.28,21.72,32.1,0.00
2024-03-20T13:20:00,web-01,32.0,13.84,18.16,43.2,0.00
2024-03-20T13:20:00,web-02,32.0,9.91,22.09,31.0,0.00
2024-03-20T13:20:00,web-03,32.0,10.50,21.50,32.8,0.00
2024-03-20T13:25:00,web-01,32.0,14.59,17.41,45.6,0.00
2024-03-20T13:25:00,web-02,32.0,9.22,22.78,28.8,0.00
2024-03-20T13:25:00,web-03,32.0,10.19,21.81,31.8,0.00
2024-03-20T13:30:00,web-01,32.0,14.15,17.85,44.2,0.00
2024-03-20T13:30:00,web-02,32.0,10.80,21.20,33.7,0.00
2024-03-20T13:30:00,web-03,32.0,10.34,21.66,32.3,0.00
2024-03-20T13:35:00,web-01,32.0,14.01,17.99,43.8,0.00
2024-03-20T13:35:00,web-02,32.0,9.27,22.73,29.0,0.00
2024-03-20T13:35:00,web-03,32.0,10.02,21.98,31.3,0.00
2024-03-20T13:40:00,web-01,32.0,14.39,17.61,45.0,0.00
2024-03-20T13:40:00,web-02,32.0,10.20,21.80,31.9,0.00
2024-03-20T13:40:00,web-03,32.0,10.33,21.67,32.3,0.00
2024-03-20T13:45:00,web-01,32.0,14.72,17.28,46.0,0.00
2024-03-20T13:45:00,web-02,32.0,10.25,21.75,32.0,0.00
2024-03-20T13:45:00,web-03,32.0,10.09,21.91,31.5,0.00
2024-03-20T13:50:00,web-01,32.0,13.64,18.36,42.6,0.00
2024-03-20T13:50:00,web-02,32.0,9.16,22.84,28.6,0.00
2024-03-20T13:50:00,web-03,32.0,10.64,21.36,33.3,0.00
2024-03-20T13:55:00,web-01,32.0,14.39,17.61,45.0,0.00
2024-03-20T13:55:00,web-02,32.0,8.77,23.23,27.4,0.00
2024-03-20T13:55:00,web-03,32.0,9.82,22.18,30.7,0.00
2024-03-20T14:00:00,web-01,32.0,14.40,17.60,45.0,0.00
2024-03-20T14:00:00,web-02,32.0,10.77,21.23,33.7,0.00
2024-03-20T14:00:00,web-03,32.0,10.33,21.67,32.3,0.00
2024-03-20T14:05:00,web-01,32.0,14.33,17.67,44.8,0.00
2024-03-20T14:05:00,web-02,32.0,9.63,22.37,30.1,0.00
2024-03-20T14:05:00,web-03,32.0,10.45,21.55,32.7,0.00
2024-03-20T14:10:00,web-01,32.0,14.61,17.39,45.6,0.00
2024-03-20T14:10:00,web-02,32.0,10.80,21.20,33.7,0.00
2024-03-20T14:10:00,web-03,32.0,9.72,22.28,30.4,0.00
2024-03-20T14:15:00,web-01,32.0,14.62,17.38,45.7,0.00
2024-03-20T14:15:00,web-02,32.0,9.70,22.30,30.3,0.00
2024-03-20T14:15:00,web-03,32.0,10.00,22.00,31.3,0.00
2024-03-20T14:20:00,web-01,32.0,14.08,17.92,44.0,0.00
2024-03-20T14:20:00,web-02,32.0,9.00,23.00,28.1,0.00
2024-03-20T14:20:00,web-03,32.0,10.88,21.12,34.0,0.00
2024-03-20T14:25:00,web-01,32.0,14.34,17.66,44.8,0.00
2024-03-20T14:25:00,web-02,32.0,10.25,21.75,32.0,0.00
2024-03-20T14:25:00,web-03,32.0,10.67,21.33,33.3,0.00
2024-03-20T14:30:00,web-01,32.0,14.60,17.40,45.6,0.00
2024-03-20T14:30:00,web-02,32.0,10.32,21.68,32.2,0.00
2024-03-20T14:30:00,web-03,32.0,9.14,22.86,28.6,0.00
2024-03-20T14:35:00,web-01,32.0,14.29,17.71,44.6,0.00
2024-03-20T14:35:00,web-02,32.0,9.53,22.47,29.8,0.00
2024-03-20T14:35:00,web-03,32.0,9.95,22.05,31.1,0.00
2024-03-20T14:40:00,web-01,32.0,14.55,17.45,45.5,0.00
2024-03-20T14:40:00,web-02,32.0,9.34,22.66,29.2,0.00
2024-03-20T14:40:00,web-03,32.0,10.29,21.71,32.2,0.00
2024-03-20T14:45:00,web-01,32.0,14.46,17.54,45.2,0.00
2024-03-20T14:45:00,web-02,32.0,9.85,22.15,30.8,0.00
2024-03-20T14:45:00,web-03,32.0,9.97,22.03,31.1,0.00
2024-03-20T14:50:00,web-01,32.0,15.15,16.85,47.3,0.00
2024-03-20T14:50:00,web-02,32.0,10.38,21.62,32.4,0.00
2024-03-20T14:50:00,web-03,32.0,10.13,21.87,31.7,0.00
2024-03-20T14:55:00,web-01,32.0,14.50,17.50,45.3,0.00
2024-03-20T14:55:00,web-02,32.0,10.11,21.89,31.6,0.00
2024-03-20T14:55:00,web-03,32.0,10.50,21.50,32.8,0.00
2024-03-20T15:00:00,web-01,32.0,14.17,17.83,44.3,0.00
2024-03-20T15:00:00,web-02,32.0,10.20,21.80,31.9,0.00
2024-03-20T15:00:00,web-03,32.0,10.16,21.84,31.7,0.00
2024-03-20T15:05:00,web-01,32.0,14.22,17.78,44.4,0.00
2024-03-20T15:05:00,web-02,32.0,9.88,22.12,30.9,0.00
2024-03-20T15:05:00,web-03,32.0,9.78,22.22,30.6,0.00
2024-03-20T15:10:00,web-01,32.0,14.59,17.41,45.6,0.00
2024-03-20T15:10:00,web-02,32.0,9.07,22.93,28.3,0.00
2024-03-20T15:10:00,web-03,32.0,9.18,22.82,28.7,0.00
2024-03-20T15:15:00,web-01,32.0,15.02,16.98,47.0,0.00
2024-03-20T15:15:00,web-02,32.0,9.90,22.10,30.9,0.00
2024-03-20T15:15:00,web-03,32.0,10.04,21.96,31.4,0.00
2024-03-20T15:20:00,web-01,32.0,14.45,17.55,45.2,0.00
2024-03-20T15:20:00,web-02,32.0,10.51,21.49,32.9,0.00
2024-03-20T15:20:00,web-03,32.0,9.59,22.41,30.0,0.00
2024-03-20T15:25:00,web-01,32.0,14.43,17.57,45.1,0.00
2024-03-20T15:25:00,web-02,32.0,10.17,21.83,31.8,0.00
2024-03-20T15:25:00,web-03,32.0,9.65,22.35,30.1,0.00
2024-03-20T15:30:00,web-01,32.0,14.77,17.23,46.2,0.00
2024-03-20T15:30:00,web-02,32.0,10.13,21.87,31.7,0.00
2024-03-20T15:30:00,web-03,32.0,9.23,22.77,28.8,0.00
2024-03-20T15:35:00,web-01,32.0,14.77,17.23,46.1,0.00
2024-03-20T15:35:00,web-02,32.0,9.55,22.45,29.9,0.00
2024-03-20T15:35:00,web-03,32.0,10.16,21.84,31.7,0.00
2024-03-20T15:40:00,web-01,32.0,14.95,17.05,46.7,0.00
2024-03-20T15:40:00,web-02,32.0,10.06,21.94,31.4,0.00
2024-03-20T15:40:00,web-03,32.0,9.98,22.02,31.2,0.00
2024-03-20T15:45:00,web-01,32.0,14.01,17.99,43.8,0.00
2024-03-20T15:45:00,web-02,32.0,10.99,21.01,34.3,0.00
2024-03-20T15:45:00,web-03,32.0,10.65,21.35,33.3,0.00
2024-03-20T15:50:00,web-01,32.0,14.84,17.16,46.4,0.00
2024-03-20T15:50:00,web-02,32.0,11.13,20.87,34.8,0.00
2024-03-20T15:50:00,web-03,32.0,9.51,22.49,29.7,0.00
2024-03-20T15:55:00,web-01,32.0,15.01,16.99,46.9,0.00
2024-03-20T15:55:00,web-02,32.0,10.52,21.48,32.9,0.00
2024-03-20T15:55:00,web-03,32.0,9.41,22.59,29.4,0.00
2024-03-20T16:00:00,web-01,32.0,14.99,17.01,46.9,0.00
2024-03-20T16:00:00,web-02,32.0,10.16,21.84,31.8,0.00
2024-03-20T16:00:00,web-03,32.0,9.74,22.26,30.4,0.00
2024-03-20T16:05:00,web-01,32.0,14.64,17.36,45.8,0.00
2024-03-20T16:05:00,web-02,32.0,9.58,22.42,29.9,0.00
2024-03-20T16:05:00,web-03,32.0,10.07,21.93,31.5,0.00
2024-03-20T16:10:00,web-01,32.0,15.38,16.62,48.1,0.00
2024-03-20T16:10:00,web-02,32.0,10.08,21.92,31.5,0.00
2024-03-20T16:10:00,web-03,32.0,9.82,22.18,30.7,0.00
2024-03-20T16:15:00,web-01,32.0,14.56,17.44,45.5,0.00
2024-03-20T16:15:00,web-02,32.0,10.37,21.63,32.4,0.00
2024-03-20T16:15:00,web-03,32.0,10.19,21.81,31.9,0.00
2024-03-20T16:20:00,web-01,32.0,14.54,17.46,45.4,0.00
2024-03-20T16:20:00,web-02,32.0,9.79,22.21,30.6,0.00
2024-03-20T16:20:00,web-03,32.0,10.74,21.26,33.5,0.00
2024-03-20T16:25:00,web-01,32.0,15.10,16.90,47.2,0.00
2024-03-20T16:25:00,web-02,32.0,10.15,21.85,31.7,0.00
2024-03-20T16:25:00,web-03,32.0,9.79,22.21,30.6,0.00
2024-03-20T16:30:00,web-01,32.0,14.51,17.49,45.4,0.00
2024-03-20T16:30:00,web-02,32.0,9.87,22.13,30.9,0.00
2024-03-20T16:30:00,web-03,32.0,10.51,21.49,32.8,0.00
2024-03-20T16:35:00,web-01,32.0,14.99,17.01,46.8,0.00
2024-03-20T16:35:00,web-02,32.0,11.11,20.89,34.7,0.00
2024-03-20T16:35:00,web-03,32.0,9.80,22.20,30.6,0.00
2024-03-20T16:40:00,web-01,32.0,14.49,17.51,45.3,0.00
2024-03-20T16:40:00,web-02,32.0,9.43,22.57,29.5,0.00
2024-03-20T16:40:00,web-03,32.0,9.84,22.16,30.8,0.00
2024-03-20T16:45:00,web-01,32.0,15.64,16.36,48.9,0.00
2024-03-20T16:45:00,web-02,32.0,9.71,22.29,30.4,0.00
2024-03-20T16:45:00,web-03,32.0,9.88,22.12,30.9,0.00
2024-03-20T16:50:00,web-01,32.0,14.97,17.03,46.8,0.00
2024-03-20T16:50:00,web-02,32.0,10.61,21.39,33.2,0.00
2024-03-20T16:50:00,web-03,32.0,10.49,21.51,32.8,0.00
2024-03-20T16:55:00,web-01,32.0,14.61,17.39,45.7,0.00
2024-03-20T16:55:00,web-02,32.0,9.71,22.29,30.3,0.00
2024-03-20T16:55:00,web-03,32.0,9.71,22.29,30.3,0.00
2024-03-20T17:00:00,web-01,32.0,14.94,17.06,46.7,0.00
2024-03-20T17:00:00,web-02,32.0,10.40,21.60,32.5,0.00
2024-03-20T17:00:00,web-03,32.0,9.93,22.07,31.0,0.00
2024-03-20T17:05:00,web-01,32.0,14.27,17.73,44.6,0.00
2024-03-20T17:05:00,web-02,32.0,9.78,22.22,30.6,0.00
2024-03-20T17:05:00,web-03,32.0,10.44,21.56,32.6,0.00
2024-03-20T17:10:00,web-01,32.0,14.84,17.16,46.4,0.00
2024-03-20T17:10:00,web-02,32.0,10.90,21.10,34.1,0.00
2024-03-20T17:10:00,web-03,32.0,9.86,22.14,30.8,0.00
2024-03-20T17:15:00,web-01,32.0,15.01,16.99,46.9,0.00
2024-03-20T17:15:00,web-02,32.0,11.05,20.95,34.5,0.00
2024-03-20T17:15:00,web-03,32.0,9.84,22.16,30.8,0.00
2024-03-20T17:20:00,web-01,32.0,14.81,17.19,46.3,0.00
2024-03-20T17:20:00,web-02,32.0,8.99,23.01,28.1,0.00
2024-03-20T17:20:00,web-03,32.0,9.53,22.47,29.8,0.00
2024-03-20T17:25:00,web-01,32.0,14.85,17.15,46.4,0.00
2024-03-20T17:25:00,web-02,32.0,9.22,22.78,28.8,0.00
2024-03-20T17:25:00,web-03,32.0,10.07,21.93,31.5,0.00
2024-03-20T17:30:00,web-01,32.0,15.20,16.80,47.5,0.00
2024-03-20T17:30:00,web-02,32.0,10.91,21.09,34.1,0.00
2024-03-20T17:30:00,web-03,32.0,10.80,21.20,33.8,0.00
2024-03-20T17:35:00,web-01,32.0,15.37,16.63,48.0,0.00
2024-03-20T17:35:00,web-02,32.0,10.50,21.50,32.8,0.00
2024-03-20T17:35:00,web-03,32.0,10.76,21.24,33.6,0.00
2024-03-20T17:40:00,web-01,32.0,15.17,16.83,47.4,0.00
2024-03-20T17:40:00,web-02,32.0,8.91,23.09,27.9,0.00
2024-03-20T17:40:00,web-03,32.0,9.86,22.14,30.8,0.00
2024-03-20T17:45:00,web-01,32.0,15.24,16.76,47.6,0.00
2024-03-20T17:45:00,web-02,32.0,9.78,22.22,30.6,0.00
2024-03-20T17:45:00,web-03,32.0,10.22,21.78,31.9,0.00
2024-03-20T17:50:00,web-01,32.0,14.34,17.66,44.8,0.00
2024-03-20T17:50:00,web-02,32.0,10.53,21.47,32.9,0.00
2024-03-20T17:50:00,web-03,32.0,10.79,21.21,33.7,0.00
2024-03-20T17:55:00,web-01,32.0,15.13,16.87,47.3,0.00
2024-03-20T17:55:00,web-02,32.0,10.36,21.64,32.4,0.00
2024-03-20T17:55:00,web-03,32.0,29.99,2.01,93.7,1.00
2024-03-20T18:00:00,web-01,32.0,14.99,17.01,46.8,0.00
2024-03-20T18:00:00,web-02,32.0,10.37,21.63,32.4,0.00
2024-03-20T18:00:00,web-03,32.0,30.02,1.98,93.8,1.01
2024-03-20T18:05:00,web-01,32.0,14.98,17.02,46.8,0.00
2024-03-20T18:05:00,web-02,32.0,9.54,22.46,29.8,0.00
2024-03-20T18:05:00,web-03,32.0,28.84,3.16,90.1,0.42
2024-03-20T18:10:00,web-01,32.0,14.89,17.11,46.5,0.00
2024-03-20T18:10:00,web-02,32.0,9.78,22.22,30.5,0.00
2024-03-20T18:10:00,web-03,32.0,28.03,3.97,87.6,0.01
2024-03-20T18:15:00,web-01,32.0,14.83,17.17,46.3,0.00
2024-03-20T18:15:00,web-02,32.0,9.40,22.60,29.4,0.00
2024-03-20T18:15:00,web-03,32.0,28.24,3.76,88.2,0.12
2024-03-20T18:20:00,web-01,32.0,14.83,17.17,46.4,0.00
2024-03-20T18:20:00,web-02,32.0,10.85,21.15,33.9,0.00
2024-03-20T18:20:00,web-03,32.0,28.73,3.27,89.8,0.36
2024-03-20T18:25:00,web-01,32.0,15.28,16.72,47.7,0.00
2024-03-20T18:25:00,web-02,32.0,10.43,21.57,32.6,0.00
2024-03-20T18:25:00,web-03,32.0,9.78,22.22,30.6,0.00
2024-03-20T18:30:00,web-01,32.0,14.65,17.35,45.8,0.00
2024-03-20T18:30:00,web-02,32.0,10.04,21.96,31.4,0.00
2024-03-20T18:30:00,web-03,32.0,9.71,22.29,30.3,0.00
2024-03-20T18:35:00,web-01,32.0,15.60,16.40,48.7,0.00
2024-03-20T18:35:00,web-02,32.0,10.24,21.76,32.0,0.00
2024-03-20T18:35:00,web-03,32.0,10.45,21.55,32.7,0.00
2024-03-20T18:40:00,web-01,32.0,14.73,17.27,46.0,0.00
2024-03-20T18:40:00,web-02,32.0,10.89,21.11,34.0,0.00
2024-03-20T18:40:00,web-03,32.0,8.98,23.02,28.1,0.00
2024-03-20T18:45:00,web-01,32.0,15.02,16.98,46.9,0.00
2024-03-20T18:45:00,web-02,32.0,10.10,21.90,31.6,0.00
2024-03-20T18:45:00,web-03,32.0,10.75,21.25,33.6,0.00
2024-03-20T18:50:00,web-01,32.0,15.69,16.31,49.0,0.00
2024-03-20T18:50:00,web-02,32.0,10.04,21.96,31.4,0.00
2024-03-20T18:50:00,web-03,32.0,9.27,22.73,29.0,0.00
2024-03-20T18:55:00,web-01,32.0,15.03,16.97,47.0,0.00
2024-03-20T18:55:00,web-02,32.0,10.18,21.82,31.8,0.00
2024-03-20T18:55:00,web-03,32.0,10.52,21.48,32.9,0.00
2024-03-20T19:00:00,web-01,32.0,15.35,16.65,48.0,0.00
2024-03-20T19:00:00,web-02,32.0,10.18,21.82,31.8,0.00
2024-03-20T19:00:00,web-03,32.0,9.87,22.13,30.8,0.00
2024-03-20T19:05:00,web-01,32.0,15.06,16.94,47.1,0.00
2024-03-20T19:05:00,web-02,32.0,9.49,22.51,29.7,0.00
2024-03-20T19:05:00,web-03,32.0,9.44,22.56,29.5,0.00
2024-03-20T19:10:00,web-01,32.0,15.24,16.76,47.6,0.00
2024-03-20T19:10:00,web-02,32.0,9.91,22.09,31.0,0.00
2024-03-20T19:10:00,web-03,32.0,8.74,23.26,27.3,0.00
2024-03-20T19:15:00,web-01,32.0,14.91,17.09,46.6,0.00
2024-03-20T19:15:00,web-02,32.0,9.51,22.49,29.7,0.00
2024-03-20T19:15:00,web-03,32.0,9.53,22.47,29.8,0.00
2024-03-20T19:20:00,web-01,32.0,15.31,16.69,47.8,0.00
2024-03-20T19:20:00,web-02,32.0,10.12,21.88,31.6,0.00
2024-03-20T19:20:00,web-03,32.0,9.67,22.33,30.2,0.00
2024-03-20T19:25:00,web-01,32.0,14.95,17.05,46.7,0.00
2024-03-20T19:25:00,web-02,32.0,10.23,21.77,32.0,0.00
2024-03-20T19:25:00,web-03,32.0,10.54,21.46,32.9,0.00
2024-03-20T19:30:00,web-01,32.0,15.21,16.79,47.5,0.00
2024-03-20T19:30:00,web-02,32.0,10.01,21.99,31.3,0.00
2024-03-20T19:30:00,web-03,32.0,9.49,22.51,29.6,0.00
2024-03-20T19:35:00,web-01,32.0,15.35,16.65,48.0,0.00
2024-03-20T19:35:00,web-02,32.0,9.68,22.32,30.3,0.00
2024-03-20T19:35:00,web-03,32.0,9.64,22.36,30.1,0.00
2024-03-20T19:40:00,web-01,32.0,15.74,16.26,49.2,0.00
2024-03-20T19:40:00,web-02,32.0,10.00,22.00,31.2,0.00
2024-03-20T19:40:00,web-03,32.0,10.04,21.96,31.4,0.00
2024-03-20T19:45:00,web-01,32.0,15.09,16.91,47.2,0.00
2024-03-20T19:45:00,web-02,32.0,10.32,21.68,32.2,0.00
2024-03-20T19:45:00,web-03,32.0,9.89,22.11,30.9,0.00
2024-03-20T19:50:00,web-01,32.0,15.64,16.36,48.9,0.00
2024-03-20T19:50:00,web-02,32.0,10.61,21.39,33.2,0.00
2024-03-20T19:50:00,web-03,32.0,10.46,21.54,32.7,0.00
2024-03-20T19:55:00,web-01,32.0,15.50,16.50,48.4,0.00
2024-03-20T19:55:00,web-02,32.0,9.88,22.12,30.9,0.00
2024-03-20T19:55:00,web-03,32.0,10.71,21.29,33.5,0.00
2024-03-20T20:00:00,web-01,32.0,14.90,17.10,46.6,0.00
2024-03-20T20:00:00,web-02,32.0,10.19,21.81,31.9,0.00
2024-03-20T20:00:00,web-03,32.0,10.63,21.37,33.2,0.00
2024-03-20T20:05:00,web-01,32.0,15.12,16.88,47.3,0.00
2024-03-20T20:05:00,web-02,32.0,11.01,20.99,34.4,0.00
2024-03-20T20:05:00,web-03,32.0,10.10,21.90,31.6,0.00
2024-03-20T20:10:00,web-01,32.0,15.74,16.26,49.2,0.00
2024-03-20T20:10:00,web-02,32.0,10.15,21.85,31.7,0.00
2024-03-20T20:10:00,web-03,32.0,10.04,21.96,31.4,0.00
2024-03-20T20:15:00,web-01,32.0,15.74,16.26,49.2,0.00
2024-03-20T20:15:00,web-02,32.0,10.46,21.54,32.7,0.00
2024-03-20T20:15:00,web-03,32.0,10.66,21.34,33.3,0.00
2024-03-20T20:20:00,web-01,32.0,15.71,16.29,49.1,0.00
2024-03-20T20:20:00,web-02,32.0,10.02,21.98,31.3,0.00
2024-03-20T20:20:00,web-03,32.0,10.20,21.80,31.9,0.00
2024-03-20T20:25:00,web-01,32.0,15.22,16.78,47.6,0.00
2024-03-20T20:25:00,web-02,32.0,9.77,22.23,30.5,0.00
2024-03-20T20:25:00,web-03,32.0,10.03,21.97,31.3,0.00
2024-03-20T20:30:00,web-01,32.0,16.11,15.89,50.3,0.00
2024-03-20T20:30:00,web-02,32.0,10.95,21.05,34.2,0.00
2024-03-20T20:30:00,web-03,32.0,9.57,22.43,29.9,0.00
2024-03-20T20:35:00,web-01,32.0,15.39,16.61,48.1,0.00
2024-03-20T20:35:00,web-02,32.0,9.78,22.22,30.6,0.00
2024-03-20T20:35:00,web-03,32.0,9.92,22.08,31.0,0.00
2024-03-20T20:40:00,web-01,32.0,15.54,16.46,48.6,0.00
2024-03-20T20:40:00,web-02,32.0,10.71,21.29,33.5,0.00
2024-03-20T20:40:00,web-03,32.0,10.56,21.44,33.0,0.00
2024-03-20T20:45:00,web-01,32.0,15.80,16.20,49.4,0.00
2024-03-20T20:45:00,web-02,32.0,9.80,22.20,30.6,0.00
2024-03-20T20:45:00,web-03,32.0,9.91,22.09,31.0,0.00
2024-03-20T20:50:00,web-01,32.0,15.09,16.91,47.2,0.00
2024-03-20T20:50:00,web-02,32.0,9.81,22.19,30.7,0.00
